업체명,날짜,맛,양,배달,주문메뉴,상세리뷰
중앙아구찜&탕,2022년 1월 8일,5,5,5,"
            살만있는 아구찜/1(사이즈 선택(小),맛 선택(보통맛))
          ",적당히 맵고 맛있네요.
중앙아구찜&탕,2022년 1월 3일,5,5,5,"
            해물찜/1(사이즈 선택(小),맛 선택(보통맛))
          ",배달도 빠르고 맛있어요
중앙아구찜&탕,2021년 12월 31일,1,1,5,"
            아구찜/1(사이즈 선택(大),맛 선택(보통맛))
          ",배달만 빠르고 맛도 별로고 콩나물양은 끝내주네요
중앙아구찜&탕,2021년 12월 31일,5,5,5,"
            해물찜/1(사이즈 선택(中),맛 선택(보통맛))
          ",처음 시켜봤는데 맛있어요~~
중앙아구찜&탕,2021년 12월 31일,5,5,5,"
            아구찜/1(사이즈 선택(大),맛 선택(보통맛),추가 선택(낙지 추가))
          ","처음 시켜봤는데
너무 맛있게 잘 먹었습니다"
중앙아구찜&탕,2021년 12월 26일,5,5,5,"
            해물찜/1(사이즈 선택(中),맛 선택(보통맛))
          ",배달도 빠르고 맛있어요
중앙아구찜&탕,2021년 12월 26일,5,5,5,"
            해물찜/1(사이즈 선택(大),맛 선택(보통맛))
          ","양도많고,맛잇게잘먹엇어요ㅎㅎ"
중앙아구찜&탕,2021년 12월 26일,5,5,5,"
            해물탕/1(사이즈 선택(大))
          ","제주도가서 먹은 해물탕 보다 몇배는 더 맛있었어요~ ^^
서울에서 맛보기 힘든 깊은 맛 이였습니다.
아주 잘먹었습니다. 번창하세요. ^^"
중앙아구찜&탕,2021년 12월 12일,4,4,5,"
            해물찜/1(사이즈 선택(大),맛 선택(보통맛))
          ",지난번에는 여러 해물이나 알이 많이 들어 있었는데.. 오늘은 게만 많이 들어 있네요.. 맛은 있었지만 조금 아쉬워서..
중앙아구찜&탕,2021년 12월 7일,5,5,5,"
            해물찜/1(사이즈 선택(小),맛 선택(보통맛))
          ","맛있게 정신없이 먹느라 사진이 없네요
정말 맛있게 잘먹었습니다~
대박나세요~"
중앙아구찜&탕,2021년 12월 1일,1,3,4,"
            해물찜/1(사이즈 선택(小),맛 선택(보통맛))
          ",여긴  복불복인가요? 저번에는 너무매워도 간은 맞았는데 이번에는 빨간데 간이 없네요ㆍ버릴 수는 없어서 간장 소금 고추장 넣고 다시 만드네요 짜증이 확 ㅠㅠ
중앙아구찜&탕,2021년 11월 28일,5,5,5,"
            해물찜/1(사이즈 선택(中),맛 선택(보통맛))
          ",너무 맛있게 잘 먹었습니다~~~
중앙아구찜&탕,2021년 11월 27일,2,1,5,"
            아구찜/1(사이즈 선택(中),맛 선택(보통맛),추가 선택(알 추가,낙지 추가))
          ","아구찜 사이즈를 변경하면
콩나물만 추가하시고, 아구는 양이 그대로 오는 듯 합니다. 주말에 주문이 많아도 이런식으로 장사하시면 안될 듯 싶어요

맛을떠나서 신뢰는 기본입니다."
중앙아구찜&탕,2021년 11월 14일,2,3,4,"
            고니찜/1(사이즈 선택(小),추가 선택(공기밥 1개))
          ",곤이찜 시켰는데 몇몇 덩어리에서 손질이 잘 못된건지 신선도가 잘못된건지 냄새가 너무 심하게 났어요..
중앙아구찜&탕,2021년 11월 11일,5,5,5,"
            아구찜/1(사이즈 선택(小),맛 선택(매운맛)),콜라（캔）/2
          ",잘 먹었습니다...
중앙아구찜&탕,2021년 11월 10일,5,4,5,"
            살만있는 아구찜/1(사이즈 선택(小),맛 선택(보통맛))
          ",좋아요 잘 샀어요
중앙아구찜&탕,2021년 11월 7일,4,3,5,"
            살만있는 아구찜/1(사이즈 선택(小),맛 선택(보통맛),추가 선택(낙지 추가)),셀프 날치알 주먹밥/1
          ",맛있게 잘먹었습니다
중앙아구찜&탕,2021년 11월 6일,5,5,5,"
            해물찜/1(사이즈 선택(小),맛 선택(보통맛))
          ",따아아아아아아아아봉bb
중앙아구찜&탕,2021년 11월 2일,5,5,5,"
            해물찜/1(사이즈 선택(小),맛 선택(보통맛))
          ","맛은 있었음
가격대비 .. soso"
중앙아구찜&탕,2021년 10월 24일,5,4,4,"
            아구찜/1(사이즈 선택(小),맛 선택(보통맛),추가 선택(공기밥 2개))
          ",제 여친이 아귀찜 좋아해서 여기저기 많이 먹어봤는데 여기가 많이 맛있다고 칭찬하더라구요 많이 파세요
중앙아구찜&탕,2021년 10월 21일,5,5,5,"
            아구찜/1(사이즈 선택(小),맛 선택(보통맛),추가 선택(알 추가,고니 추가),추가 선택(공기밥 1개))
          ",양도 많고 맛있어요~~
중앙아구찜&탕,2021년 10월 18일,4,5,5,"
            해물찜/1(사이즈 선택(小),맛 선택(보통맛))
          ","맛있게 먹었어요.
근데 너무 매워요 ㅜㅜ"
중앙아구찜&탕,2021년 10월 14일,5,5,5,"
            해물찜/1(사이즈 선택(大),맛 선택(보통맛))
          ","배달오자마자  먹느라고  사진을 나중에 찍었에요
부모님도 모두 맛있다고 하네요"
중앙아구찜&탕,2021년 10월 10일,5,5,5,"
            알찜/1(사이즈 선택(小),맛 선택(보통맛),추가 선택(고니 2개 추가))
          ",완전 맛있어요👏🏻👏🏻 잘먹을게요
중앙아구찜&탕,2021년 10월 8일,5,5,5,"
            아구찜/1(사이즈 선택(小),맛 선택(매운맛),추가 선택(미더덕 추가,볶아먹는 재료（각종야채＋김가루＋참기름 등）))
          ","너무맛있어요  3번째주문인데 저번에는 미더덕에서돌이씹혔는데 오늘은 너무 굿입니다
감사합니다"
중앙아구찜&탕,2021년 10월 1일,5,5,5,"
            해물찜/1(사이즈 선택(小),맛 선택(보통맛))
          ",직접 가지도 못하는데 본 적도 없는 곳이라 남들의 리뷰도 한계가 있을 것 같고 엄마아빠생일 핑계로 코로나 이후 첨으로 어른메뉴를 주문했네요...별 어렵지도 않은 걸 아이들 못 먹는다고 치킨 피자만 먹었다는게 바보같다는... 예약시간과 싱싱함을 부탁드리느라 전화 한 통 더했는데 이미 주문 인지하고 계셨어요^^ 따끈따끈 해물찜은 안*동 맛집 물 안 좋을 때보다 훨씬 싱싱하게 맛있었습니다. 간은 세지 않고 매운 맛은 먹을수록 강해지는 맛? 콩나물덕분에 배 불렀다는 평을보고 주문했는데 역시 콩나물 아주 많이 주셨어요. 아주 좋았답니다~~~
중앙아구찜&탕,2021년 9월 30일,3,5,5,"
            새우찜/1(사이즈 선택(小),맛 선택(보통맛))
          ",일단 싱겁고  콩나물이 너무 많아요 반찬가짓수도 줄고~왠지 점점 성의없어지는. 느낌;; 저번에 새우찜에오징어 다리나왔을때도 그냥 양념이 같아서 그런갑다하고 넘겼는데;;왜 성의가 없어지는 느낌일까요 ㅠ 참 좋아했는데 아쉽습니다
중앙아구찜&탕,2021년 9월 30일,5,5,5,"
            알찜/1(사이즈 선택(小),맛 선택(보통맛))
          ",넘 맛있어요 다음에는 아구찜도 먹으려구요 ㅎㅎ
중앙아구찜&탕,2021년 9월 29일,3,4,4,"
            아구찜/1(사이즈 선택(특大),맛 선택(보통맛)),콜라（캔）/2,사이다（캔）/1
          ","양 푸짐해요 
간은 조금 더 간장을넣음 맛있을꺼같아요
보통맛인데도 매워요~~"
중앙아구찜&탕,2021년 9월 27일,5,5,5,"
            아구찜/1(사이즈 선택(中),맛 선택(보통맛),추가 선택(콩나물 추가))
          ",양과 맛 모두 훌륭했어요~ 다음에도 주문하겠습니다.
중앙아구찜&탕,2021년 9월 25일,5,5,5,"
            해물찜/1(사이즈 선택(小),맛 선택(보통맛))
          ",오랜만에 먹었는데 여전히 정말 너무 맛있어요 진짜루 ㅠㅠb
중앙아구찜&탕,2021년 9월 22일,5,5,5,"
            아구찜/1(사이즈 선택(小),맛 선택(보통맛))
          ",양도 많고 맛있었어요
중앙아구찜&탕,2021년 9월 21일,5,5,5,"
            해물탕/1(사이즈 선택(小))
          ",해물탕 너무 맛있었어요. 안에 들어간 꽃게나 오징어 전복 등 해물들도 너무 싱싱하고 국물도 너무 맛있게 싹싹 퍼먹었슴니다~!
중앙아구찜&탕,2021년 9월 20일,3,5,5,"
            아구찜/1(사이즈 선택(中),맛 선택(보통맛),추가 선택(낙지 추가))
          ",짜지도않고  굿이에요
중앙아구찜&탕,2021년 9월 19일,5,5,5,"
            해물찜/1(사이즈 선택(小),맛 선택(보통맛))
          ",맛있게 잘 먹었습니다~
중앙아구찜&탕,2021년 9월 18일,5,5,5,"
            해물탕/1(사이즈 선택(小))
          ",맛 배달 모두 추천합니다
중앙아구찜&탕,2021년 9월 18일,5,5,5,"
            해물찜/1(사이즈 선택(小),맛 선택(보통맛),추가 선택(낙지 추가,고니 추가,볶아먹는 재료（각종야채＋김가루＋참기름 등）))
          ",맛있게 잘 먹었습니다.
중앙아구찜&탕,2021년 9월 18일,1,1,1,"
            아구찜/1(사이즈 선택(小),맛 선택(보통맛))
          ","다음엔 밥 이 미포함 이라고 꼭 수정해 주셨으면 좋겠어요
그래도 괜찮아요 둘이서 아구 몇점 집어 먹고 나니 다 콩나물이라 콩나물이 너무 많아서 밥없리 콩나물만 둘이 먹어도 배가 아주 부르네요 아구가 많았으면 좋았는데 콩나물이 너무 많아서 아주 밥없이 배부르게 먹었어요~ 
사장님 아구를 얼렷다가 해동 시키는 기술이 대단 하신것 같아요 쿰쿰한 냄새도 조금 밖에 안나고  너무 쫄깃 쫄깃 해서 밥 다먹고 영화 한편 보고 있는데 아직도 씹고 있어요 넘 좋아요 오랬동안 아구를 씹을수 있어서요"
중앙아구찜&탕,2021년 9월 16일,5,5,5,"
            해물찜/1(사이즈 선택(小),맛 선택(보통맛))
          ",순한맛은 초3도 잘 먹을수있어요.
중앙아구찜&탕,2021년 9월 13일,5,5,5,"
            해물찜/1(사이즈 선택(中),맛 선택(보통맛))
          ","메모에 임산부라 말씀 드렸더니, 와우 양이 어마어마 :D 신랑과 넘나 맛있게 잘 먹었어요❤️
아가도 냠냠 ㅎㅎ 다음에도 꼭 시켜먹을께요! 늘 건강하셔요~~*"
중앙아구찜&탕,2021년 9월 13일,1,1,5,"
            아구찜/1(사이즈 선택(小),맛 선택(매운맛))
          ","이건 리뷰을 어떻게 해야할지...
살다 살다 멸치국물 맛 나는
아구찜도 먹어봅니다.

메인 메뉴 아구찜이 별론데
서비스도 아무것도 없는 자신감.

가성비 0점. 반값이어도 재주문의사 1도 없음."
중앙아구찜&탕,2021년 9월 12일,5,5,5,"
            해물찜/1(사이즈 선택(中),맛 선택(보통맛))
          ",오래안에다시시켜먹었는데요?아주맛났습니다.
중앙아구찜&탕,2021년 9월 11일,5,5,5,"
            해물찜/1(사이즈 선택(小),맛 선택(보통맛)),셀프 날치알 주먹밥/1
          ",양도 많고 맛있어요 적당히 매콤하고~ 강추!!!
중앙아구찜&탕,2021년 9월 11일,5,5,5,"
            꽃게찜/1(사이즈 선택(小))
          ",맛있게 잘 먹었습니다.
중앙아구찜&탕,2021년 9월 11일,2,3,4,"
            아구찜/1(사이즈 선택(中),맛 선택(보통맛))
          ",전에는 맛 있었는데..아구질이 떨어지고..맛이 너무 싱거워요
중앙아구찜&탕,2021년 9월 10일,2,4,5,"
            고니찜/1(추가 선택(미더덕 추가,볶아먹는 재료（각종야채＋김가루＋참기름 등）),사이즈 선택(小))
          ","고니인지 오만둥이인지 중간중간돌이씹혀요.
저번이랑다르네요 ㅠ"
중앙아구찜&탕,2021년 9월 10일,5,5,5,"
            해물찜/1(사이즈 선택(小),맛 선택(매운맛))
          ",소량만 접시에 덜어서 손님 상차림에 썼는데 너무 먹음직스럽고 맛도 있었습니다! 여기서 아구찜만 20번 이상 주문해 먹고 해물찜도 여러번 주문해 먹었는데 양도 맛도 100점입니다!
중앙아구찜&탕,2021년 9월 9일,5,5,5,"
            해물찜/1(사이즈 선택(小),맛 선택(보통맛))
          ",가성비 갑이고...해물 골고루 많이 들어있어요. 소자사이즈 성인3명 가능
중앙아구찜&탕,2021년 9월 8일,4,5,4,"
            해물찜/1(사이즈 선택(小),맛 선택(보통맛)),카스 맥주/2,참이슬/1
          ",간만에 먹으니 맛나요.🤗
중앙아구찜&탕,2021년 9월 5일,3,4,4,"
            고니찜/1(사이즈 선택(小))
          ",맛있게 먹어요 정말로
중앙아구찜&탕,2021년 9월 4일,5,5,5,"
            해물찜/1(사이즈 선택(小),맛 선택(보통맛))
          ",언제 시켜먹어도  맛있네요
중앙아구찜&탕,2021년 9월 4일,5,5,5,"
            해물찜/1(사이즈 선택(大),맛 선택(보통맛))
          ",오늘도 푸짐한 해물가득한 해물찜 잘 먹었습니다~~~
중앙아구찜&탕,2021년 9월 4일,4,5,5,"
            해물찜/1(사이즈 선택(中),맛 선택(보통맛),추가 선택(낙지 추가))
          ","와이프가 맛나게 먹는 모습이 이것이  행복
해물도 듬뿍 사장님 감사해요"
중앙아구찜&탕,2021년 9월 3일,5,5,5,"
            해물찜/1(사이즈 선택(小),맛 선택(보통맛),추가 선택(새우 추가,알 추가))
          ",배달도 빠르고 해물도 푸짐하게 좋아요!!!!!
중앙아구찜&탕,2021년 9월 1일,5,5,5,"
            고니찜/1(추가 선택(볶아먹는 재료（각종야채＋김가루＋참기름 등）),사이즈 선택(小),추가 선택(공기밥 2개))
          ",중앙아구찜에서만 꼭 알찜을 먹지요
중앙아구찜&탕,2021년 8월 29일,5,5,5,"
            해물찜/1(사이즈 선택(大),맛 선택(보통맛))
          ","양도 푸짐하고 맛있어서  부모님이 좋아하시네요~^^
배달도 빠르고 좋아요~~"
중앙아구찜&탕,2021년 8월 26일,4,4,4,"
            아구찜/1(사이즈 선택(小),맛 선택(보통맛))
          ","맛 괴안네요^^
잘 먹을께요"
중앙아구찜&탕,2021년 8월 26일,5,5,5,"
            해물찜/1(사이즈 선택(中),맛 선택(보통맛))
          ",양도 푸짐하고 맛있어요
중앙아구찜&탕,2021년 8월 25일,5,5,5,"
            해물찜/1(사이즈 선택(小),맛 선택(보통맛))
          ","듣던대로 일품이네요!
전복도 2개나 있고 낙지도 실하네요.
아이랑 같이 먹기 좋았는데, 담번엔 좀더 매운 맛으로 시켜보려구요. 
같이 온 오징어 무침도 넘 맛났어요!"
중앙아구찜&탕,2021년 8월 24일,5,5,5,"
            해물찜/1(사이즈 선택(中),맛 선택(보통맛))
          ","양많고 맛도 좋았음여
그런데 집이아닌곳에선
해산물 잘라달라고하셔야함"
중앙아구찜&탕,2021년 8월 19일,5,5,5,"
            고니찜/1(사이즈 선택(小))
          ",진짜맛잇어요~♥~♥~♥
중앙아구찜&탕,2021년 8월 18일,5,5,5,"
            해물찜/1(사이즈 선택(中),맛 선택(보통맛))
          ",맛있게 잘 먹었습니다~
중앙아구찜&탕,2021년 8월 16일,4,5,5,"
            낙지찜/1(사이즈 선택(小),맛 선택(보통맛),추가 선택(낙지 추가))
          ",배달속도와 양은 좋은데 좀 싱거웠어요.
중앙아구찜&탕,2021년 8월 15일,5,5,5,"
            아구찜/1(사이즈 선택(小),맛 선택(보통맛))
          ",맛있어요
중앙아구찜&탕,2021년 8월 13일,3,3,5,"
            아구찜/1(사이즈 선택(小),맛 선택(매운맛))
          ",항상 맛있고 양 많아 좋았는데 오늘은 실망입니다. 아귀는 살코기도 없고 양도 무지 작으며 말랐네요. ㅠ
중앙아구찜&탕,2021년 8월 13일,1,1,1,"
            미더덕찜/1(사이즈 선택(小),맛 선택(매운맛))
          ","오만둥이 표시도 안하고 미더덕찜에 오만둥이만 가득 미더덕은 0
배달또한 문 앞에 두고 문자달라니까 벨울려서 작업에 방해
소스도 개발하거나 만든것도 아닌 3류 인스턴트
서비스 반찬인 계란말이는 바닷물에 절인 계란으로 만든듯 너무 짬
매운맛을 시켰는데 맵긴 커녕 양념조차 제대로 베질 않아 그냥 바닷물맛에 맹콩나물
이 집에 주문하려는분들 이 글을 본다면 다시 생각해주세요
고객 알기를 지갑으로 아는 악덕식당입니다.
제발 양심 장사 하세요"
중앙아구찜&탕,2021년 8월 12일,5,3,5,"
            아구찜/1(사이즈 선택(中),맛 선택(보통맛))
          ","잘받았어요맛있어요~!!!
특대먹다가 중시켰는데~~대나특대가 더좋은것같아요~~"
중앙아구찜&탕,2021년 8월 12일,5,5,5,"
            해물찜/1(사이즈 선택(大),맛 선택(보통맛))
          ","맛잇게잘먹었어요 ㅎㅎ
처음시켜서먹어봣는데...해물찜에 해물이
많이들어잇어서 놀랏어요
해물찜 먹고싶을땐,여기서 주문할거같아요"
중앙아구찜&탕,2021년 8월 11일,5,5,5,"
            알찜/1(사이즈 선택(小),맛 선택(보통맛),추가 선택(고니 2개 추가))
          ",양이 개많네요 존맛
중앙아구찜&탕,2021년 8월 9일,5,5,5,"
            살만있는 아구찜/1(사이즈 선택(小),맛 선택(보통맛),추가 선택(알 추가,고니 추가),추가 선택(공기밥 2개))
          ",맛났습니다 다음에는 2인이 아니라 3인일때 소자 주문하면 충분히 많이 먹을 수 맀어요 참고
중앙아구찜&탕,2021년 8월 8일,5,5,3,"
            해물찜/1(사이즈 선택(大),맛 선택(보통맛),추가 선택(공기밥 3개))
          ",콩나물보다 해물이 더많네요 맞있네요
중앙아구찜&탕,2021년 8월 8일,5,5,5,"
            해물찜/1(사이즈 선택(小),맛 선택(보통맛))
          ",처음 시켜봤는데 양도 많고 맛있네요👍
중앙아구찜&탕,2021년 8월 7일,5,5,5,"
            해물찜/1(사이즈 선택(中),맛 선택(보통맛))
          ","푸짐하네요
문자 온것을 모르고 기다리고 있었네요
굿입니다^^"
중앙아구찜&탕,2021년 8월 6일,4,4,4,"
            아구찜/1(사이즈 선택(中),맛 선택(보통맛))
          ","가격이 오른건가요?
그저그래요"
중앙아구찜&탕,2021년 8월 3일,1,3,4,"
            아구찜/1(사이즈 선택(大),맛 선택(보통맛),추가 선택(고니 추가,볶아먹는 재료（각종야채＋김가루＋참기름 등）))
          ",리뷰 보고 시켰는데 실망스럽네요  아귀는 퍽퍽하고 오만둥이는 말라비틀어졌고  고니는 냄세 나고  비싸게 시켰는데  3분에 1도 못먹었네요
중앙아구찜&탕,2021년 8월 2일,5,5,4,"
            아구찜/1(사이즈 선택(小),맛 선택(보통맛))
          ",맛있게 잘 먹었습니다
중앙아구찜&탕,2021년 7월 29일,5,5,5,"
            해물찜/1(사이즈 선택(小),맛 선택(보통맛))
          ",맛있게 잘 먹었어요
중앙아구찜&탕,2021년 7월 29일,4,5,4,"
            낙지찜/1(사이즈 선택(小),맛 선택(보통맛))
          ","일단 마구쏟아진 배달을 받아서 닦느라..
배달시간도긴데 너무멀어 그런지 배달엉망이네요
일년넘게 꾸준히 먹었는데 음..맛이조금 달라진듯요.
일단 녹말가루인지 몬지  다른후기에도 있던데 물컹거리는 덩어리가 세개나 나오고 미나리는 질기고쓰네요
지금껏 별다섯개 최애낙지찜집인데..
지금껏 후기도많이남기고 배*.요기요 번갈아시켜 많이 먹었는데 최소20번 .덕후아들이 좀 쉬어가자네요.ㅜㅠ"
중앙아구찜&탕,2021년 7월 28일,5,5,5,"
            해물찜/1(사이즈 선택(中),맛 선택(보통맛))
          ",양도 푸짐 하고 맛있어서 재 주문하게 되네요~
중앙아구찜&탕,2021년 7월 26일,5,5,5,"
            해물찜/1(사이즈 선택(中),맛 선택(보통맛))
          ",양이 정말 많네요 뒤적일 때마다 해물이 계속 나와서 배부르게 먹었습니다^^ 특히 꽃게가 살이 꽉 차 있어서 너무 맛있었어요
중앙아구찜&탕,2021년 7월 26일,5,5,5,"
            해물찜/1(사이즈 선택(大),맛 선택(보통맛))
          ",맛.양.배달 최고에요
중앙아구찜&탕,2021년 7월 25일,5,5,5,"
            해물찜/1(사이즈 선택(小),맛 선택(보통맛))
          ","찾아가서먹는유명한해물찜맛집보다
더맛있는것같아요
그래서이제는배달해서먹어요~~
4명이서 순삭해서사진이없어유~~"
중앙아구찜&탕,2021년 7월 24일,5,5,5,"
            아구찜/1(사이즈 선택(中),맛 선택(매운맛))
          ",맛있어요~!!!ㅎㅎ
중앙아구찜&탕,2021년 7월 24일,5,5,5,"
            해물찜/1(사이즈 선택(小),맛 선택(보통맛))
          ",기대했던것보다 양도 괜찮고.다양한 해물이 들어있어서 대만족입니다..이더운 여름에 맛있는 해물찜을 집에서 먹을수 있어서 참좋네요.다음에도 해물찜 생각나면 100%재구매 생각이네요..
중앙아구찜&탕,2021년 7월 24일,4,5,5,"
            해물찜/1(사이즈 선택(中),맛 선택(보통맛))
          ","배송도 시간 안에 왔고, 신선한 해물과 양도 많아서 좋았는데 4번째 배달인데 오늘은 좀 짜네요...  그래도 맛나게 먹었습니다^^"
중앙아구찜&탕,2021년 7월 24일,5,4,4,"
            해물찜/1(사이즈 선택(大),맛 선택(보통맛),추가 선택(알 추가,고니 2개 추가))
          ",너무 맛있게 잘 먹었습니다~~
중앙아구찜&탕,2021년 7월 24일,5,5,5,"
            해물찜/1(사이즈 선택(中),맛 선택(보통맛))
          ","항상 맛있게 잘 먹고 있습니다^^
반찬 빼주시라 했는데 보내셨더라구요... 반찬도 잘 먹었습니당 ㅎㅎ"
중앙아구찜&탕,2021년 7월 24일,3,4,5,"
            낙지찜/1(사이즈 선택(小),맛 선택(보통맛))
          ",오늘은 좀 짯네요 양념이 짠게 아니고 낚지 자체가 짯어요 그래서 세척이 덜 됐나?  라는  생각이 들었습니다 담엔 더 맛있게 부탁드려요
중앙아구찜&탕,2021년 7월 22일,4,1,2,"
            아구찜/1(사이즈 선택(小),맛 선택(보통맛))
          ","별로,,양도 맛도별로임"
중앙아구찜&탕,2021년 7월 22일,5,5,5,"
            아구찜/1(사이즈 선택(小),맛 선택(매운맛),추가 선택(콩나물 추가))
          ",술을 부르게 합니당~~
중앙아구찜&탕,2021년 7월 20일,5,5,5,"
            낙지찜/1(사이즈 선택(小),맛 선택(보통맛))
          ","낙지와 새우 콩나물 조합 
넘 맛있어요"
중앙아구찜&탕,2021년 7월 20일,5,5,5,"
            해물찜/1(사이즈 선택(小),맛 선택(매운맛))
          ",맛있게 잘 먹었습니다!
중앙아구찜&탕,2021년 7월 20일,5,5,5,"
            아구찜/1(사이즈 선택(小),맛 선택(보통맛)),카스 맥주/2
          ",항상 맛나게 먹고 있습니다~
중앙아구찜&탕,2021년 7월 19일,5,5,5,"
            아구찜/1(사이즈 선택(小),맛 선택(보통맛))
          ",푸짐하고 맛있어요~~
중앙아구찜&탕,2021년 7월 19일,5,5,5,"
            해물찜/1(사이즈 선택(中),맛 선택(매운맛),추가 선택(고니 추가,볶아먹는 재료（각종야채＋김가루＋참기름 등）))
          ",정말 맛있게 잘 먹었습니다 ^~~1
